RowId,Location
1,65.31361198425293
2,36.62816905975342
3,30.65874481201172
4,36.95299243927002
5,58.927062034606934
6,37.552308082580566
7,72.22344017028809
8,37.25171613693237
9,37.1876277923584
10,37.480080127716064
11,24.0841326713562
12,37.778849601745605
13,56.43617391586304
14,29.12289333343506
15,78.11302757263184
16,29.977526664733887
17,39.61793088912964
18,29.421541213989258
19,17.707775115966797
20,30.79471492767334
21,47.87990552186966
22,55.66500449180603
23,62.88707685470581
24,73.6805419921875
25,34.14599132537842
26,73.8096513748169
27,48.20736998319626
28,70.27039003372192
29,48.15712843090296
30,80.4029188156128
31,66.07407474517822
32,37.25518798828125
33,29.627004146575928
34,37.488194704055786
35,59.20806527137756
36,38.2646005153656
37,73.03154754638672
38,38.25506615638733
39,36.582595109939575
40,38.26632642745972
41,22.45696449279785
42,38.11804389953613
43,56.04758262634277
44,29.55429983139038
45,79.60976028442383
46,30.271903038024902
47,39.41555070877075
48,29.806763648986816
49,15.758977890014648
50,30.725031852722168
51,47.83116754889488
52,57.55930423736572
53,63.13045692443848
54,76.08841896057129
55,32.700571060180664
56,76.45707035064697
57,47.780896335840225
58,72.9459457397461
59,47.94780544191599
60,82.86697196960449
61,64.46970462799072
62,36.689295530319214
63,30.847643852233887
64,38.11273813247681
65,58.239001750946045
66,37.999711990356445
67,70.78671169281006
68,37.753743410110474
69,37.320685386657715
70,38.56232213973999
71,24.78480863571167
72,38.80018472671509
73,55.5636785030365
74,30.11418914794922
75,76.99508857727051
76,30.439953804016113
77,39.47088146209717
78,30.837146759033203
79,18.616933822631836
80,32.632012367248535
81,48.03182852268219
82,56.00188064575195
83,63.0684027671814
84,72.64361000061035
85,34.624038219451904
86,73.69286155700684
87,48.595548838377
88,70.45556974411011
89,48.79690781235695
90,79.30102157592773
91,64.96200942993164
92,36.96708583831787
93,30.4302020072937
94,38.061800479888916
95,58.49518632888794
96,38.24739074707031
97,71.5566258430481
98,38.15966463088989
99,37.069557666778564
100,38.653221130371094
101,23.98366928100586
102,38.734126567840576
103,55.58750939369202
104,30.134299278259277
105,77.93271446228027
106,30.57418727874756
107,39.257047176361084
108,30.62925624847412
109,17.39626693725586
110,32.075939655303955
111,47.966795682907104
112,56.611209869384766
113,63.040058612823486
114,74.00989723205566
115,33.77091693878174
116,74.76767635345459
117,48.21250453591347
118,71.42641496658325
119,48.42615035176277
120,80.82964897155762
121,65.53446865081787
122,36.39104890823364
123,30.297886848449707
124,37.334147930145264
125,59.27574920654297
126,36.869163036346436
127,72.92859649658203
128,36.28505730628967
129,36.91838049888611
130,37.805086612701416
131,23.413155555725098
132,38.27439093589783
133,56.8686203956604
134,28.020904541015625
135,78.2914924621582
136,28.62534999847412
137,38.52071571350098
138,28.323031425476074
139,16.93864631652832
140,31.633950233459473
141,48.53498920798302
142,55.09970426559448
143,63.29676532745361
144,73.51321220397949
145,35.2213454246521
